"PROBABILITY CURVES FOR RASCH_RST_EXAMPLE Nov 23 2024 10:48"
"ITEM","MEASURE","SCORE","INFORMATION",0,1,2,3,4,5,6
7,1.430000,.81,.16,.19,.81,.00,.00,.00,.00,.00
7,1.440000,.81,.15,.19,.81,.00,.00,.00,.00,.00
7,1.450000,.81,.15,.19,.81,.00,.00,.00,.00,.00
7,1.460000,.81,.15,.19,.81,.00,.00,.00,.00,.00
7,1.470000,.81,.15,.19,.81,.00,.00,.00,.00,.00
7,1.480000,.81,.15,.19,.81,.00,.00,.00,.00,.00
7,1.490000,.82,.15,.18,.82,.00,.00,.00,.00,.00
7,1.500000,.82,.15,.18,.82,.00,.00,.00,.00,.00
7,1.510000,.82,.15,.18,.82,.00,.00,.00,.00,.00
7,1.520000,.82,.15,.18,.82,.00,.00,.00,.00,.00
7,1.530000,.82,.15,.18,.82,.00,.00,.00,.00,.00
7,1.540000,.82,.15,.18,.82,.00,.00,.00,.00,.00
7,1.550000,.82,.14,.18,.82,.00,.00,.00,.00,.00
7,1.560000,.83,.14,.17,.83,.00,.00,.00,.00,.00
7,1.570000,.83,.14,.17,.83,.00,.00,.00,.00,.00
7,1.580000,.83,.14,.17,.83,.00,.00,.00,.00,.00
7,1.590000,.83,.14,.17,.83,.00,.00,.00,.00,.00
7,1.600000,.83,.14,.17,.83,.00,.00,.00,.00,.00
7,1.610000,.83,.14,.17,.83,.00,.00,.00,.00,.00
7,1.620000,.83,.14,.17,.83,.00,.00,.00,.00,.00
7,1.630000,.84,.14,.16,.84,.00,.00,.00,.00,.00
7,1.640000,.84,.14,.16,.84,.00,.00,.00,.00,.00
7,1.650000,.84,.14,.16,.84,.00,.00,.00,.00,.00
7,1.660000,.84,.13,.16,.84,.00,.00,.00,.00,.00
7,1.670000,.84,.13,.16,.84,.00,.00,.00,.00,.00
7,1.680000,.84,.13,.16,.84,.00,.00,.00,.00,.00
7,1.690000,.84,.13,.16,.84,.00,.00,.00,.00,.00
7,1.700000,.85,.13,.15,.85,.00,.00,.00,.00,.00
7,1.710000,.85,.13,.15,.85,.00,.00,.00,.00,.00
7,1.720000,.85,.13,.15,.85,.00,.00,.00,.00,.00
7,1.730000,.85,.13,.15,.85,.00,.00,.00,.00,.00
7,1.740000,.85,.13,.15,.85,.00,.00,.00,.00,.00
7,1.750000,.85,.13,.15,.85,.00,.00,.00,.00,.00
7,1.760000,.85,.13,.15,.85,.00,.00,.00,.00,.00
7,1.770000,.85,.12,.15,.85,.00,.00,.00,.00,.00
7,1.780000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.790000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.800000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.810000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.820000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.830000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.840000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.850000,.86,.12,.14,.86,.00,.00,.00,.00,.00
7,1.860000,.87,.12,.13,.87,.00,.00,.00,.00,.00
7,1.870000,.87,.12,.13,.87,.00,.00,.00,.00,.00
7,1.880000,.87,.11,.13,.87,.00,.00,.00,.00,.00
7,1.890000,.87,.11,.13,.87,.00,.00,.00,.00,.00
7,1.900000,.87,.11,.13,.87,.00,.00,.00,.00,.00
7,1.910000,.87,.11,.13,.87,.00,.00,.00,.00,.00
7,1.920000,.87,.11,.13,.87,.00,.00,.00,.00,.00
7,1.930000,.87,.11,.13,.87,.00,.00,.00,.00,.00
7,1.940000,.87,.11,.13,.87,.00,.00,.00,.00,.00
7,1.950000,.88,.11,.12,.88,.00,.00,.00,.00,.00
7,1.960000,.88,.11,.12,.88,.00,.00,.00,.00,.00
7,1.970000,.88,.11,.12,.88,.00,.00,.00,.00,.00
7,1.980000,.88,.11,.12,.88,.00,.00,.00,.00,.00
7,1.990000,.88,.11,.12,.88,.00,.00,.00,.00,.00
7,2.000000,.88,.10,.12,.88,.00,.00,.00,.00,.00
7,2.010000,.88,.10,.12,.88,.00,.00,.00,.00,.00
7,2.020000,.88,.10,.12,.88,.00,.00,.00,.00,.00
7,2.030000,.88,.10,.12,.88,.00,.00,.00,.00,.00
7,2.040000,.88,.10,.12,.88,.00,.00,.00,.00,.00
7,2.050000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.060000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.070000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.080000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.090000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.100000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.110000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.120000,.89,.10,.11,.89,.00,.00,.00,.00,.00
7,2.130000,.89,.09,.11,.89,.00,.00,.00,.00,.00
7,2.140000,.89,.09,.11,.89,.00,.00,.00,.00,.00
7,2.150000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.160000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.170000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.180000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.190000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.200000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.210000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.220000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.230000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.240000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.250000,.90,.09,.10,.90,.00,.00,.00,.00,.00
7,2.260000,.91,.09,.09,.91,.00,.00,.00,.00,.00
7,2.270000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.280000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.290000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.300000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.310000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.320000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.330000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.340000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.350000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.360000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.370000,.91,.08,.09,.91,.00,.00,.00,.00,.00
7,2.380000,.92,.08,.08,.92,.00,.00,.00,.00,.00
7,2.390000,.92,.08,.08,.92,.00,.00,.00,.00,.00
7,2.400000,.92,.08,.08,.92,.00,.00,.00,.00,.00
7,2.410000,.92,.08,.08,.92,.00,.00,.00,.00,.00
7,2.420000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.430000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.440000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.450000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.460000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.470000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.480000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.490000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.500000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.510000,.92,.07,.08,.92,.00,.00,.00,.00,.00
7,2.520000,.93,.07,.07,.93,.00,.00,.00,.00,.00
7,2.530000,.93,.07,.07,.93,.00,.00,.00,.00,.00
7,2.540000,.93,.07,.07,.93,.00,.00,.00,.00,.00
7,2.550000,.93,.07,.07,.93,.00,.00,.00,.00,.00
7,2.560000,.93,.07,.07,.93,.00,.00,.00,.00,.00
7,2.570000,.93,.07,.07,.93,.00,.00,.00,.00,.00
7,2.580000,.93,.07,.07,.93,.00,.00,.00,.00,.00
7,2.590000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.600000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.610000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.620000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.630000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.640000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.650000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.660000,.93,.06,.07,.93,.00,.00,.00,.00,.00
7,2.670000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.680000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.690000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.700000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.710000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.720000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.730000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.740000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.750000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.760000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.770000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.780000,.94,.06,.06,.94,.00,.00,.00,.00,.00
7,2.790000,.94,.05,.06,.94,.00,.00,.00,.00,.00
7,2.800000,.94,.05,.06,.94,.00,.00,.00,.00,.00
7,2.810000,.94,.05,.06,.94,.00,.00,.00,.00,.00
7,2.820000,.94,.05,.06,.94,.00,.00,.00,.00,.00
7,2.830000,.94,.05,.06,.94,.00,.00,.00,.00,.00
7,2.840000,.94,.05,.06,.94,.00,.00,.00,.00,.00
7,2.850000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.860000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.870000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.880000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.890000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.900000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.910000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.920000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.930000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.940000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.950000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.960000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.970000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.980000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,2.990000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,3.000000,.95,.05,.05,.95,.00,.00,.00,.00,.00
7,3.010000,.95,.04,.05,.95,.00,.00,.00,.00,.00
7,3.020000,.95,.04,.05,.95,.00,.00,.00,.00,.00
7,3.030000,.95,.04,.05,.95,.00,.00,.00,.00,.00
7,3.040000,.95,.04,.05,.95,.00,.00,.00,.00,.00
7,3.050000,.95,.04,.05,.95,.00,.00,.00,.00,.00
7,3.060000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.070000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.080000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.090000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.100000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.110000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.120000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.130000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.140000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.150000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.160000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.170000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.180000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.190000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.200000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.210000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.220000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.230000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.240000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.250000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.260000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.270000,.96,.04,.04,.96,.00,.00,.00,.00,.00
7,3.280000,.96,.03,.04,.96,.00,.00,.00,.00,.00
7,3.290000,.96,.03,.04,.96,.00,.00,.00,.00,.00
7,3.300000,.96,.03,.04,.96,.00,.00,.00,.00,.00
7,3.310000,.96,.03,.04,.96,.00,.00,.00,.00,.00
7,3.320000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.330000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.340000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.350000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.360000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.370000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.380000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.390000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.400000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.410000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.420000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.430000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.440000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.450000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.460000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.470000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.480000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.490000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.500000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.510000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.520000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.530000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.540000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.550000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.560000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.570000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.580000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.590000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.600000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.610000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.620000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.630000,.97,.03,.03,.97,.00,.00,.00,.00,.00
7,3.640000,.97,.02,.03,.97,.00,.00,.00,.00,.00
7,3.650000,.97,.02,.03,.97,.00,.00,.00,.00,.00
7,3.660000,.97,.02,.03,.97,.00,.00,.00,.00,.00
7,3.670000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.680000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.690000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.700000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.710000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.720000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.730000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.740000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.750000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.760000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.770000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.780000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.790000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.800000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.810000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.820000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.830000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.840000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.850000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.860000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.870000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.880000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.890000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.900000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.910000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.920000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.930000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.940000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.950000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.960000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.970000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.980000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,3.990000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.000000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.010000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.020000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.030000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.040000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.050000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.060000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.070000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.080000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.090000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.100000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.110000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.120000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.130000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.140000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.150000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.160000,.98,.02,.02,.98,.00,.00,.00,.00,.00
7,4.170000,.98,.01,.02,.98,.00,.00,.00,.00,.00
7,4.180000,.98,.01,.02,.98,.00,.00,.00,.00,.00
7,4.190000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.200000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.210000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.220000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.230000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.240000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.250000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.260000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.270000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.280000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.290000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.300000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.310000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.320000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.330000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.340000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.350000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.360000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.370000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.380000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.390000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.400000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.410000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.420000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.430000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.440000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.450000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.460000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.470000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.480000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.490000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.500000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.510000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.520000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.530000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.540000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.550000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.560000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.570000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.580000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.590000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.600000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.610000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.620000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.630000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.640000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.650000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.660000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.670000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.680000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.690000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.700000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.710000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.720000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.730000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.740000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.750000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.760000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.770000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.780000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.790000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.800000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.810000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.820000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.830000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.840000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.850000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.860000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.870000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.880000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.890000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.900000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.910000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.920000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.930000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.940000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.950000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.960000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.970000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.980000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,4.990000,.99,.01,.01,.99,.00,.00,.00,.00,.00
7,5.000000,.99,.01,.01,.99,.00,.00,.00,.00,.00
8,-5.000000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.990000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.980000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.970000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.960000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.950000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.940000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.930000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.920000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.910000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.900000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.890000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.880000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.870000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.860000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.850000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.840000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.830000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.820000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.810000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.800000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.790000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.780000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.770000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.760000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.750000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.740000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.730000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.720000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.710000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.700000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.690000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.680000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.670000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.660000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.650000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.640000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.630000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.620000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.610000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.600000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.590000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.580000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.570000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.560000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.550000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.540000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.530000,.01,.01,.99,.01,.00,.00,.00,.00,.00
8,-4.520000,.01,.01,.99,.01,.00,.00,.00,.00,.00
